system   I             system.c:245  al_install_system                [   0.00048] Allegro version: 5.1.12 (WIP)
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [   6.24990] converting display bitmap 05D8F138 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [   6.24998] added dtor for object 06F255F8, func 00BE41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   6.25019] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   6.25025] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [   6.25040] removed dtor for object 06F255F8
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [   6.25108] converting display bitmap 05D8EB98 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [   6.25115] added dtor for object 06F240E0, func 00BE41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   6.25135] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   6.25140] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [   6.25153] removed dtor for object 06F240E0
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [   6.25221] converting display bitmap 05D8ED00 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [   6.25229] added dtor for object 06F25058, func 00BE41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   6.25251] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   6.25255] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [   6.25267] removed dtor for object 06F25058
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [   6.25331] converting display bitmap 05D8EA30 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [   6.25339] added dtor for object 06F24D88, func 00BE41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   6.25358] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   6.25363] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [   6.25375] removed dtor for object 06F24D88
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [   6.25434] converting display bitmap 05DD5078 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [   6.25439] added dtor for object 06F23E10, func 00BE41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   6.25457] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   6.25461] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [   6.25473] removed dtor for object 06F23E10
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [   6.25533] converting display bitmap 05DD3B08 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [   6.25539] added dtor for object 06F255F8, func 00BE41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   6.25556] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   6.25560] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [   6.25572] removed dtor for object 06F255F8
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [   6.25632] converting display bitmap 05DD3378 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [   6.25641] added dtor for object 06F23E10, func 00BE41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   6.25662] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   6.25667] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [   6.25679] removed dtor for object 06F23E10
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [   6.25736] converting display bitmap 05DD3838 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [   6.25742] added dtor for object 06F24D88, func 00BE41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   6.25759] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   6.25763] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [   6.25774] removed dtor for object 06F24D88
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [   6.25833] converting display bitmap 05D9B890 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [   6.25842] added dtor for object 06F24D88, func 00BE41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   6.25861] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   6.25865] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [   6.25878] removed dtor for object 06F24D88
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [   6.25937] converting display bitmap 05DD3EE0 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [   6.25943] added dtor for object 06F240E0, func 00BE41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   6.25963] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   6.25967] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [   6.25981] removed dtor for object 06F240E0
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [   6.26057] converting display bitmap 05D9D020 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [   6.26069] added dtor for object 06F24EF0, func 00BE41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   6.26088] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   6.26093] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [   6.26109] removed dtor for object 06F24EF0
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [   6.26169] converting display bitmap 05D9CEB8 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [   6.26176] added dtor for object 06F23B40, func 00BE41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   6.26199] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   6.26203] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [   6.26216] removed dtor for object 06F23B40
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [   6.26274] converting display bitmap 05D9CD50 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [   6.26280] added dtor for object 06F24D88, func 00BE41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   6.26300] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   6.26306] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [   6.26324] removed dtor for object 06F24D88
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [   6.26387] converting display bitmap 05DD5270 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [   6.26397] added dtor for object 06F255F8, func 00BE41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   6.26419] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   6.26423] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [   6.26439] removed dtor for object 06F255F8
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [   6.26504] converting display bitmap 05D8E468 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [   6.26511] added dtor for object 06F24D88, func 00BE41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   6.26531] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   6.26536] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [   6.26552] removed dtor for object 06F24D88
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [   6.26616] converting display bitmap 05D8E300 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [   6.26623] added dtor for object 06F23E10, func 00BE41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   6.26642] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   6.26646] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [   6.26659] removed dtor for object 06F23E10
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [   6.26726] converting display bitmap 05D8E198 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [   6.26739] added dtor for object 06F24D88, func 00BE41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   6.26761] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   6.26765] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [   6.26779] removed dtor for object 06F24D88
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [   6.26842] converting display bitmap 05D9D3B8 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [   6.26853] added dtor for object 06F24D88, func 00BE41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   6.26872] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   6.26876] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [   6.26891] removed dtor for object 06F24D88
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [   6.26959] converting display bitmap 05D9D9B8 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [   6.27146] added dtor for object 06F251C0, func 00BE41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   6.27203] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   6.27208] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [   6.27350] removed dtor for object 06F251C0
d3d      D         d3d_disp.cpp:883  d3d_destroy_display_internals    [   6.27583] waiting for display 005D4678's thread to end
d3d      W         d3d_disp.cpp:593  d3d_destroy_device               [   6.28655] d3d_destroy_device: ref count not 0
d3d      I         d3d_disp.cpp:1551 d3d_display_thread_proc          [   6.30034] d3d display thread exits
dtor     D               dtor.c:214  _al_unregister_destructor        [   6.30317] removed dtor for object 005FBE68
dtor     D               dtor.c:214  _al_unregister_destructor        [   6.30326] removed dtor for object 005DC5F8
dtor     D               dtor.c:214  _al_unregister_destructor        [   6.30333] removed dtor for object 05D9D9B8
dtor     D               dtor.c:214  _al_unregister_destructor        [   6.30426] removed dtor for object 05D9D3B8
dtor     D               dtor.c:214  _al_unregister_destructor        [   6.30436] removed dtor for object 05D8E198
dtor     D               dtor.c:214  _al_unregister_destructor        [   6.30443] removed dtor for object 05D8E300
dtor     D               dtor.c:214  _al_unregister_destructor        [   6.30463] removed dtor for object 05D8E468
dtor     D               dtor.c:214  _al_unregister_destructor        [   6.30471] removed dtor for object 05DD5270
dtor     D               dtor.c:214  _al_unregister_destructor        [   6.30481] removed dtor for object 05D9CD50
dtor     D               dtor.c:214  _al_unregister_destructor        [   6.30493] removed dtor for object 05D9CEB8
dtor     D               dtor.c:214  _al_unregister_destructor        [   6.30500] removed dtor for object 05D9D020
dtor     D               dtor.c:214  _al_unregister_destructor        [   6.30513] removed dtor for object 05DD3EE0
dtor     D               dtor.c:214  _al_unregister_destructor        [   6.30524] removed dtor for object 05D9B890
dtor     D               dtor.c:114  _al_run_destructors              [   6.30531] calling dtor for object 06F24AB8, func 00BE41E2
dtor     D               dtor.c:214  _al_unregister_destructor        [   6.30535] removed dtor for object 06F24AB8
dtor     D               dtor.c:114  _al_run_destructors              [   6.30540] calling dtor for object 06F24C20, func 00BE41E2
dtor     D               dtor.c:214  _al_unregister_destructor        [   6.30544] removed dtor for object 06F24C20
dtor     D               dtor.c:114  _al_run_destructors              [   6.30549] calling dtor for object 06F25760, func 00BE41E2
dtor     D               dtor.c:214  _al_unregister_destructor        [   6.30553] removed dtor for object 06F25760
dtor     D               dtor.c:114  _al_run_destructors              [   6.30563] calling dtor for object 06F247E8, func 00BE41E2
dtor     D               dtor.c:214  _al_unregister_destructor        [   6.30567] removed dtor for object 06F247E8
dtor     D               dtor.c:114  _al_run_destructors              [   6.30572] calling dtor for object 06F25328, func 00BE41E2
dtor     D               dtor.c:214  _al_unregister_destructor        [   6.30576] removed dtor for object 06F25328
dtor     D               dtor.c:114  _al_run_destructors              [   6.30581] calling dtor for object 06F239D8, func 00BE41E2
